AVALIANDO -&gt	 rejeitando artistas" d milhares d MILHÕES -&gt
#debate o Louçã está com cara de ressaca!!! ainda não recuperou da festa, depois da tareia que deu ao Socrates!!	
#debate o grupo Mello celebrou algum protocolo de publicidade com Louçã?	
#debate o debate serviu para Louçã estancar a fuga de votos para o PS. Mais nada.	
#debate No site Parlamento Global, 55% dão vitória a Louçã, 37% a Sócrates. Concordo com o veredicto.	
#debate Louçã afirmou ontem a Sócrates que não falava de PPC, mas abre o debate com Jerónimo a falar de Sócrates...	
#debate Não perca esta noite debate entre Sócrates e Louçã ao minuto no tvi24.pt http://www.tvi24.iol.pt/aominuto/44	
#debate Mais uma noite de frente-a-frente ao minuto no tvi24.pt Hoje é Sócrates vs Louçã http://www.tvi24.iol.pt/aominuto/44	
#debate mais um baile de Sócrates neste debate com Louçã	
#debate Louçã teve piada com a «pastinha»	
#debate louçã tenta prolongar efeito da TSU do debate que teve ontem com sócrates	
#debate louçã sair? pergunta difícil.	
#debate Louçã quer roubar a facção Alegre ao PS.	
#debate Louçã não tem dúvidas do seu adversário	
#debate louçã não tem credibilidade com estas medidas de reestruturação da dívida	
#debate Louçã não pode falar de todas as reformas em que o governo retrocedeu (e foram muitas) ou não tivesse ele ainda mais à esquerda..	
#Debate louçã ganha por KO na primeira parte e perde aos pontos na divida, por não explicar bem. Resultado: Mais uma derrota de Sócrates.	
#debate Loução pretende continuar o debate de ontem. Percebe-se. Ontem desmascarou mais uma mentira de Sócrates.	
#debate Louçã fecha a desmontar o (des)acordo com o FMI e quase pede ao povo para votar numa alternativa... PSD? Não, BE é candidato a PM	
#debate louçã faz discurso liberal, contra auto-estradas, estádios, submarinos, etc	
#debate Louçã fala na desilusão" em relação ao PS. Jerónimo de Sousa em "muitas expectativas" traídas"	
#debate Louçã fala em esquerda ampla. não tarda, tá a ligar ao alegre.	
#debate Louçã explica que reetruturar a dívida significa dizer aos credores que vão receber menos juros... Em que ficamos?	
#debate louçã esteve fraco. no estado em que sócrates está quem não vencer perde.	
#debate louçã está-nos a dizer que existem dois sócrates? um lá fora e outro cá dentro.	
#debate louçã está pouco à vontade	
#depilação O socrates cortou o cabelo!! que bonito!!	
#DiárioEconómico: Sócrates devia ter 10% nas sondagens" http://bit.ly/jGs4eZ"	
#debate Louçã está cada vez mais irritante.	
#jn Passos Coelho acusa Sócrates de ter uma atitude de esperteza saloia": O presidente do PSD, Pedro Passos Coe... http://bit.ly/iwl48W"	
#jn Sócrates diz que Portugal não precisa de lideranças que discutem cenários catastrofistas": O secretário-ger... http://bit.ly/kqdbC5"	
#Portugal Sócrates está a mentir ou é irresponsável. Escolham - Expresso.pt" ( http://bit.ly/kNzn5x )"	
#rr Recessão é o “preço a pagar” pela consolidação orçamental, diz Sócrates: Primeiro… http://goo.gl/fb/QT5sX	
#rtp Esquerda e direita situam José Sócrates na raiz da crise:       A nove dias da campanha para as legislativa... http://bit.ly/jIIZvA	
#debate Louçã está a trocidar Sócrates!!	
#rtp Novo Hospital de Braga é hoje inaugurado: O primeiro-ministro, José Sócrates, inaugura oficialmente hoje o ... http://bit.ly/kUXF5j	
#sábado Mira Amaral: Sócrates não leu texto que assinou com 'troika": O economista Luís Mira Amaral considerou ... http://bit.ly/mG2ETP"	
#debate louçã entra a pés juntos. vamos ver se sócrates consegue levantar-se	
A começar o #debate da esquerda". Ou seja, "eu bato melhor no Sócrates do que tu"."	
A comparação de Sócrates a Hitler é por causa disto http://j.mp/l1WQ3u, i.e., Propaganda qdo o barco está a afundar!	
#debate Louçã é o líder partidário melhor preparado para debater no actual momento político-económico	
#debate louçã e jerónimo inventam medidas p/ n recorrer ao fmi mas nenhum as consegue contabilizar	
A oposição diz Sócrates é brejeira, infantil, desfere ataques pessoais e mais n sei o quê. O homem não se enxerga no próprio discurso?	
A ouvir Sócrates a pedir para parar com a brejeirices na @TSFRadio. Lá vai ter de acabar a discussão se é com i ou com e.	
A propósito do livro de Miguel Morgado - perdão, de Montesquieu: É caricato ver José Sócrates arvorar-se agora c... http://bit.ly/l4mmix	
#debate louçã diz q 50 milhões vão p/ credores e 30 para os juros. não sabe fazer contas, pois só nos vão emprestar 78...	
Acabei de ouvir sócrates. Ao que parece, não gosta de pentelhos""	
#debate louçã disse que reduzia os benefícios fiscais. sócrates disse que não, mas fê-lo.	
#debate Louçã conta que Sócrates disse no fim «eu ganhei o debate»	
#debate louçã considera sócrates um bimbo e sócrates acha que louçã é um betinho rebelde	
AGENDA: José Sócrates participará hoje num jantar de campanha, a decorrer na Sala Tejo (EXPO), pelas 20:00 horas. Mais info: www.psfaul.com	
Agor, que se confirmou que não havia carta nenhuma, os comentadores que chamaram mentiroso a Sócrates vão retratar-se? Seria o mínimo...	
Ahh..então foi isso!!! LOL RT @cantodojo: ÚLTIMAS: Blogger adquirida por Sócrates. #Fail	
#debate Louçã começou a vencer o debate, mas depois perdeu força, Sócrates esteve bem abaixo do habitual, excepto na demagogia...	
Alguém ouviu Sócrates criticar as brejeirices do Lello?	
Anarquia custa menos que Sócrates: Egipto pede 8,4 mil milhões de euros ao FMI http://t.co/WEOSijy	
#debate louçã começa o seu minuto final a falar do medo	
Arcádia: Sócrates deve ser severamente punido nas próximas ... http://t.co/mcGBS2j	
as pessoas acham mesmo que 700.000 desempregados é tudo obra do socas?	
As previsões do Governo eram crescimento de 0,2% a 0,5%, está em linha RT Sócrates: recessão do 1º trim em linha com as previsões do Governo	
Assis já criticou Sócrates por causa da TSU?	
Aventar: Ãããããh!? Sócrates – Louçã http://kapa.biz/m17	
Bater no fundo: Henrique Raposo, Sócrates está a mentir ou é irresponsável. Escolham.  Portugal, através de Jos... http://bit.ly/lmPzID"	
BE e PCP evitam disputa de votos e centram críticas em Sócrates: Líderes do PCP e do Bloco estiveram afinados no... http://bit.ly/mafWwa	
#debate Louçã cita o MoU e refere aquilo que Sócrates anda a esconder dos portugueses, que a redução da TSU também ele terá de fazer.	
C'um Catroga, pá! RT @cantodojo ÚLTIMAS: Blogger adquirida por Sócrates. #Fail	
#debate Louçã apresenta soluções fora da austerdiade e na onda da criação de emprego	
caraças… É O SOCRATES A FALAR DO FMI! No Herman Enciclopédia! http://t.co/8jnh9Eg	
#debate louçã apresenta propostas p/ n recorrer ao FMI mas n as sabe contabilizar. fantochada	
Cartas a Sócrates [9]	 As Minhas Cartas São Mais Bo-ni-tas que as de Catroga :) quem sabe de epístolas é @Dputamadre  http://bit.ly/klyzFe
#debate louçã acha que sair do euro prejudica os trabalhadores. Que até agora, com o euro, têm sido mt beneficiados, queres ver??	
Catroga está preocupado com o perfil psicológico de Sócrates.	
Catroga: «30% para o actor Sócrates? Devia ter 10%»:  http://bit.ly/mrHX8D	
#debate lá isso tem RT @estrelaserrano: E tem um olhar meiguinhoRT @CarlosLima7: O camarada Jerónimo de Sousa está em grande forma	
Coelho não vê diferenças entre Jardim e Sócrates: O cabeça-de-lista do PTP, José Manuel Coelho, disse esta... http://tinyurl.com/3ebk3xj	
Como é que os troikos conseguem ouvir Sócrates dizer Nós vamos cumprir o acordo" sem se rirem?"	
#debate Jerónimo quando fala de patriotismo só me lembra o Paulo Portas	
Concordo! RT @Publico Sócrates: Portugal não precisa de lideranças que discutem cenários catastrofistas" http://publico.pt/1493921"	
Conjuntura: CDS-PP diz que dados não são novidade e que apenas Sócrates deve ter ficado surpreendido	
Conjuntura: Sócrates: Aumento do desemprego é &#34	preço a pagar&#34
#debate Jerónimo melhor com Passos, do que com Portas. Passo ainda sem arrancar	
#debate jerónimo já vira frangos há muitos anos. louçã tem 1 problema de identidade de difícil resolução	
#debate Jerónimo atira contra a UE, e bem, ao passo que louçã quer uma UE mais fofinha...	
#debate Já não se fazem debates como antigamente, o líder do PCP com gravata, para cúmulo nem sequer é vermelha...	
Debate Sócrates-Portas é um dos três grandes http://t.co/ergTld4 via @marcelito iPad App	
Demorou mas finalmente Sócrates criticou José Lello. Também acho que chega de brejeirices. #fb	
Desemprego é o preço a pagar pela consolidação orçamental": José Sócrates disse hoje que "a única forma de entr... http://bit.ly/iSPfEF"	
#debate estou perdido!! O louçã é a favor do federalismo europeu???	
#debate Este foi um debate velocipédico. Louçã puxou a corrida toda e Sócrates ganhou-lhe ao Sprint :)	
Diz o Coelho quer acabar com as AEC's e o Sócras as quer manter... Começo a enervar-me!!!	
#debate Em desespero, Sócrates acusa Louçã de ter sido a «muleta da direita». É o resumo do debate.	
#debate e tem mta razão RT @estrelaserrano: Louçã diz que o empréstimo que vem não é para Portugal é para  o sistema financeiro	
enfim ... RT @agranado: Sábado pede desculpa por ter publicado foto oficial de Sócrates http://bit.ly/jzF8sf	
então é tão boa como sócrates RT @trpsimoes: a nova versão do Twitter é pior que o Hitler. #catrogas	
Então, hoje o Sócrates já perguntou ao PSD como tenciona cumprir o memorando que o PS assinou?	
Esquerda e direita situam José Sócrates na raiz da crise http://dlvr.it/RbnpJ	
esta gente não percebe que esta conversa de culpar Sócrates pela crise não pega e aliás é passar atestados de estupidez ao povo	
#debate Dr. Louçã"? Professor Doutor, sff!"	
Estás a pensar votar Socrates? Apoia o teu lider http://t.co/jHnrne4 e vai com ele para a http://t.co/OgRQ9DV	
Este Relvas é toucinho rançoso! Está a falar há 5 minutos e já chamou 30 nomes ao Sócras!	
Eu também tomo #Prozac  http://on.fb.me/hf3uTe RT @Dputamadre: @Cibereconomia O #Socrates inspira 	) #ILoveSocrates
Expresso Está Dito - José Sócrates http://bit.ly/kltgWN	
Façam o favor de não o subestimar...: A propósito da triste figura que Sócrates e o PS fizeram na questão da red... http://bit.ly/mEAXE8	
#debate deixem falar o Louçã que de economia percebe ele	
FMIemPortugal.com: Louçã confrontou Sócrates com a carta de garantias ao FMI – Bloco … http://bit.ly/iLcUBI #fmi #portugal	
Foi o mundo ou a minha televisão que parou quando o Jerónimo disse: Não podemos mudar o Sócrates"? #debate"	
foi o sócras, olha RT @BreakingNews: Convicted Nazi war criminal Demjanjuk leaves prison after judge orders him freed http://bit.ly/j4Ygbj	
Foi o Sócrates que nos gamou" os posts! LOL @janlamour @vilmacorreia  #Blogger #Fail #Blogspot"	
#debate Debate Passos vs Portas: a análise online e no TVI24 http://bit.ly/m4zRH1	
#debate com a imparcialidade que me é conhecida, eu diria que o portas está a ganhar este debate	
#debate Civilidade. Acima de tudo, foi isso que marcou este debate. Com Sócrates, e tb com Louçã, nem sempre isso é possível.	
Há nomes que nunca podiam vingar na política. Tipo Santana Coelho ou Cavaco Sócrates.	
#debate Carrega Louçã!	
Hein? Mais uma. RT @Publico: Sócrates: recessão do primeiro trimestre em linha com as previsões do Governo http://publico.pt/1494010	
#debate Bem mandado Louçã!!	
http://www.tvi24.iol.pt/videos/video/13427620/1 Negócios à Sócrates!!Ainda acham q esta gente nos vai tirar da bancarrota q nos levaram?	
#debate bem agora Louçã, a encostar Sócrates à corda, mas afinal, é para cumprir ou não o que acordou com a troika?	
#debate bem ... Louçã faz um partido com ideais revolucionários mas depois não comenta publicamente :) lol	
Jerónimo diz que não pode mudar o Sócrates.	
Paulo Portas vai manter a coerência e acredita em surpresa eleitoral http://dlvr.it/Qykyl	
#debate Adorei aqela do P. Portas:voçes baixam para 181, nós baixamos pa metade" é de rir, estão em competição para ver qem propõe menos"	
#debate Acusar o outro de derrubar o governo e piorar a situação funcionou com Portas. E cheira-me que Louçã tb não tem resposta	
Jerónimo vs Louçã: debate inesquecível (P.S. edição DN arrasa - Sócrates já ganhou todos os debates (mesmo os que ainda não se realizaram!).	
Jobs are just for the boys! http://bit.ly/lUBBW9 Viva o partido socretino!	
José Sócrates diz que Portugal não precisa de lideranças que discutem cenários catastrofistas"    http://ow.ly/4TufK"	
José Sócrates e António José Seguro em Braga http://p.ost.im/p/vHvjp	
lá estás tu a falar do Sócrates !! RT @seufert: @havidaemmarkl O Último a Sair?	
Li e Gostei: Pura ganância. - O meu sonho de ver Sócrates agrilhoado a uma galera talvez não chegue a cumprir-se, ma... http://ow.ly/1cDQsB	
#debate a UE não é reformável acerta jeronimo	
Louçã desafia Sócrates a desvendar enigma" sobre contribuições para a Segurança Social   http://ow.ly/4TsMk"	
#debate a sua estratégia é não responder", diz Louçã a Sócrates!"	
#debate a Clara interrompe o Louçã mas não interrompe o sócrates... que saudades de bons entrevistadores	
Luís Fazenda acusa ministro de procurar apagar má imagem de Sócrates \ Esquerda http://t.co/l4JORjq via @AddThis	
Luís Filipe Menezes mostra vários editoriais de jornais estrangeiros a fazer referência às mentiras de Sócrates #SicNotícias	
Luís Marques Mendes esclarece, e muito bem, sobre as mentiras de Sócrates em relação à TSU #TVI24	
Lusa_noticias: CDS-PP diz que dados não são novidade e que apenas Sócrates deve ter ficado surpreendido  (www.lu http://p.ost.im/p/vfSQ2	
Marques Mendes 1º Sócrates quis fazer passar q era contra redução TSU, qd se sabe q assinou acordo com troika onde está esse compromisso""	
Marques Mendes depois Sócrates disse q era favor redução TSU mas pouco, qd acordo com troika fala de 'major reduction'...""	
Martim Borges de Freitas - Sócrates, sim ou não? - Eis a fria questão: Vou hoje fazer o que muitos comentadores ... http://bit.ly/mjiVz7	
#debate ... Louçã: sr eng. Queria convidá-lo a regressar a Portugal" uma das melhores frases para sintetizar a diferença entre os discursos"	
#apombalivre:#fmi: a prestação do passos coelho é tão má que até parece que o homem recebeu ordens para promover o paulo portas a chefe psd.	
#apombalivre:  #FMI: Hoje é dia do Paulo portas ir ajudar o Passos coelho a fazer de conta de que não é de extrema direita. Triade	
#antena1 Louçã mostra carta do Governo ao FMI, Sócrates quer descida da TSU pequena" e "gradual": O secretário-... http://bit.ly/l4qxZA"	
#antena1 Divergências não impedem governo de coligação:       Pedro Passos Coelho e Paulo Portas mostraram ontem... http://bit.ly/kF1GUp	
Mira Amaral: Sócrates “não leu texto que assinou com 'troika” http://t.co/OqIWOBP via @AddThis	
*Serviço público* Datas dos próximos debates 11 Maio - José Sócrates / Francisco Louçã (SIC) 12 Maio - Francis… (cont) http://deck.ly/~ZoO6l	
@ZW3I @Rui_Castro um CDS governo é possível que fizesse isso tudo. Olha à volta do Portas (ele é o mais velho)	
@xiscas Quando debater com o Jerónimo e Louçã vai-lhes chamar os Encarnados""	
